Area Unit,Area Unit Code,Census Year,Measure,Sex,Value,Value Unit,Value Label,Null Reason
Greymouth Rural,Greymouth Rural,2013,Sex for the census usually resident population count,Female,39,number,Number of people,
Greymouth Rural,Greymouth Rural,2013,Sex for the census usually resident population count,Total people,75,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2001,Census usually resident population count,Total people,234,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2006,Census usually resident population count,Total people,285,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2013,Census usually resident population count,Total people,417,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2001,Census night population count,Total people,231,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2006,Census night population count,Total people,273,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2013,Census night population count,Total people,414,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2001,Sex for the census usually resident population count,Male,120,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2001,Sex for the census usually resident population count,Female,117,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2001,Sex for the census usually resident population count,Total people,234,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2006,Sex for the census usually resident population count,Male,159,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2006,Sex for the census usually resident population count,Female,126,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2006,Sex for the census usually resident population count,Total people,285,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2013,Sex for the census usually resident population count,Male,213,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2013,Sex for the census usually resident population count,Female,204,number,Number of people,
Marsden-Hohonu,Marsden-Hohonu,2013,Sex for the census usually resident population count,Total people,417,number,Number of people,
Arnold Valley,Arnold Valley,2001,Census usually resident population count,Total people,114,number,Number of people,
Arnold Valley,Arnold Valley,2006,Census usually resident population count,Total people,183,number,Number of people,
Arnold Valley,Arnold Valley,2013,Census usually resident population count,Total people,162,number,Number of people,
Arnold Valley,Arnold Valley,2001,Census night population count,Total people,147,number,Number of people,
Arnold Valley,Arnold Valley,2006,Census night population count,Total people,213,number,Number of people,
Arnold Valley,Arnold Valley,2013,Census night population count,Total people,189,number,Number of people,
Arnold Valley,Arnold Valley,2001,Sex for the census usually resident population count,Male,69,number,Number of people,
Arnold Valley,Arnold Valley,2001,Sex for the census usually resident population count,Female,48,number,Number of people,
Arnold Valley,Arnold Valley,2001,Sex for the census usually resident population count,Total people,114,number,Number of people,
Arnold Valley,Arnold Valley,2006,Sex for the census usually resident population count,Male,99,number,Number of people,
Arnold Valley,Arnold Valley,2006,Sex for the census usually resident population count,Female,87,number,Number of people,
Arnold Valley,Arnold Valley,2006,Sex for the census usually resident population count,Total people,183,number,Number of people,
Arnold Valley,Arnold Valley,2013,Sex for the census usually resident population count,Male,90,number,Number of people,
Arnold Valley,Arnold Valley,2013,Sex for the census usually resident population count,Female,72,number,Number of people,
Arnold Valley,Arnold Valley,2013,Sex for the census usually resident population count,Total people,162,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2001,Census usually resident population count,Total people,318,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2006,Census usually resident population count,Total people,345,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2013,Census usually resident population count,Total people,363,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2001,Census night population count,Total people,336,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2006,Census night population count,Total people,354,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2013,Census night population count,Total people,360,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2001,Sex for the census usually resident population count,Male,168,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2001,Sex for the census usually resident population count,Female,147,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2001,Sex for the census usually resident population count,Total people,315,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2006,Sex for the census usually resident population count,Male,177,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2006,Sex for the census usually resident population count,Female,165,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2006,Sex for the census usually resident population count,Total people,345,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2013,Sex for the census usually resident population count,Male,201,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2013,Sex for the census usually resident population count,Female,165,number,Number of people,
Nelson Creek-Ngahere,Nelson Creek-Ngahere,2013,Sex for the census usually resident population count,Total people,366,number,Number of people,
Ahaura,Ahaura,2001,Census usually resident population count,Total people,411,number,Number of people,
Ahaura,Ahaura,2006,Census usually resident population count,Total people,390,number,Number of people,
Ahaura,Ahaura,2013,Census usually resident population count,Total people,372,number,Number of people,
